sentence,word_labels,rule_attribute,missing_words,attr_words
"An episode of "" Harald Schmidt "" lasted 30 minutes","O,B-attr,O,O,B-ent,I-ent,O,B-attr,B-qty,I-qty",episode lasted, <EOS>,"['episode', 'lasted']"
The English Springer Spaniel has a typical lifespan of 10.5 to 15 years,"B-ent,I-ent,I-ent,I-ent,O,O,B-attr,I-attr,O,B-qty,I-qty,I-qty,I-qty",typical lifespan, <EOS>,"['typical', 'lifespan']"
", Münsingen had an unemployment rate of 1.8 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
"He and professional dance partner , Anna Trebunskaya got 11th place in Week 4","O,O,O,O,O,O,B-ent,I-ent,B-attr,B-qty,B-attr,O,O,O",got place, <EOS>,"['got', 'place']"
WooCommerce has approximately 4 % of the top million HTML pages,"B-ent,O,O,B-qty,I-qty,I-attr,I-attr,I-attr,I-attr,I-attr,I-attr",percentage of the top million HTML pages,percentage <EOS>,"['of', 'the', 'top', 'million', 'HTML', 'pages']"
Oberembrach has an unemployment rate of 1.55 %,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Douglas Gutwein and his wife Mary Lew have been married for 33 years,"O,O,O,O,B-ent,O,O,O,O,B-attr,O,B-qty,I-qty",duration married,duration <EOS>,['married']
", Miglieglia had an unemployment rate of 3.66 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
", Jeuss had an unemployment rate of 0.1 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
"Masten Gregory took 12th place in the race , four laps behind the leader","B-ent,I-ent,B-attr,B-qty,B-attr,O,O,O,O,O,O,O,O,O",took place, <EOS>,"['took', 'place']"
Adramann lies on the Nakodar - Mehatpur road which is almost 3 km from it,"O,O,O,O,B-ent,I-ent,I-ent,I-ent,O,O,O,B-qty,I-qty,B-attr,I-attr",distance,distance <EOS>,"['from', 'it']"
"The town has bus connectivity from Chidambaram , which is 40 km away","O,O,O,O,O,O,B-ent,O,O,O,B-qty,I-qty,O",distance,distance <EOS>,[]
", Langnau im Emmental had an unemployment rate of 1.72 %","O,B-ent,O,O,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
The extrapolated reversal potential of TRPC1 channels is +30 mV,"O,B-attr,I-attr,I-attr,O,B-ent,I-ent,O,B-qty,I-qty",extrapolated reversal potential, <EOS>,"['extrapolated', 'reversal', 'potential']"
Holipura has a recorded history of 500 years,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",recorded history, <EOS>,"['recorded', 'history']"
"At the foot of the Alpe d'Huez , Pollentier had a margin of two minutes","O,O,O,O,O,O,O,O,B-ent,O,O,B-attr,O,B-qty,I-qty",margin, <EOS>,['margin']
"Branson , Missouri lies about 25 miles to the south","O,O,B-ent,B-attr,O,B-qty,I-qty,O,O,B-attr",lies south, <EOS>,"['lies', 'south']"
"Columbia , Missouri is about 20 miles to the northwest","O,O,B-ent,O,O,B-qty,I-qty,B-attr,I-attr,I-attr",distance to the northwest,distance <EOS>,"['to', 'the', 'northwest']"
"Houston , Missouri is about four miles to the northwest","O,O,B-ent,O,O,B-qty,I-qty,B-attr,I-attr,I-attr",distance to the northwest,distance <EOS>,"['to', 'the', 'northwest']"
"Iberia , Missouri is 5.5 miles to the northwest","O,O,B-ent,O,B-qty,I-qty,B-attr,I-attr,I-attr",distance to the northwest,distance <EOS>,"['to', 'the', 'northwest']"
Missouri does not have a 2 % modified assessment,"B-ent,O,O,O,O,B-qty,I-qty,O,B-attr",assessment, <EOS>,['assessment']
"The community of Olga , Missouri lies about three miles to the east","O,O,O,O,O,B-ent,B-attr,O,B-qty,I-qty,O,O,B-attr",distance to the east,distance <EOS>,"['lies', 'east']"
The trip from Missouri to the future site of Astoria took 340 days,"O,B-attr,O,B-ent,B-attr,I-attr,I-attr,I-attr,O,O,I-attr,B-qty,I-qty",trip to the future site took, <EOS>,"['trip', 'to', 'the', 'future', 'site', 'took']"
"Versailles , Missouri is about 15 miles south on Route 5 in Morgan County","O,O,B-ent,O,O,B-qty,I-qty,B-attr,I-attr,I-attr,I-attr,I-attr,I-attr,I-attr",distance south on Route 5 in Morgan County,distance <EOS>,"['south', 'on', 'Route', '5', 'in', 'Morgan', 'County']"
SNCF claims to own 62 % of the shares of Eurostar Group Ltd,"B-ent,O,O,O,B-qty,I-qty,O,O,B-attr,O,B-attr,I-attr,I-attr",shares of Eurostar Group Ltd, <EOS>,"['shares', 'Eurostar', 'Group', 'Ltd']"
"Revlon retained 24 % ownership of the common shares , for the next six years","B-ent,B-attr,B-qty,I-qty,O,O,O,O,O,O,O,O,O,O,O",retained share,share <EOS>,['retained']
The Upper Hamstead Member can reach a thickness of 60 meters,"B-ent,I-ent,I-ent,I-ent,O,B-attr,O,I-attr,O,B-qty,I-qty",thickness, <EOS>,"['reach', 'thickness']"
Ter Aard has an altitude of approximately 10 meters above sea level,"B-ent,I-ent,O,O,B-attr,O,O,B-qty,I-qty,B-attr,I-attr,I-attr",altitude above sea level, <EOS>,"['altitude', 'above', 'sea', 'level']"
All City High 's free / reduced lunch rate is 74 % of the students,"O,B-ent,O,O,O,O,O,B-attr,I-attr,O,B-qty,I-qty,B-attr,O,I-attr",lunch rate of students, <EOS>,"['lunch', 'rate', 'of', 'students']"
Literacy rate of Patgaon village is 81.97 % compared to 82.34 % of Maharashtra,"O,B-attr,I-attr,B-ent,I-ent,O,B-qty,I-qty,O,I-qty,I-qty,I-qty,B-attr,I-attr",literacy rate of Maharashtra,literacy <EOS>,"['rate', 'of', 'of', 'Maharashtra']"
", Matzendorf had an unemployment rate of 2.1 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
"Driving to Bremen takes about 45 minutes , to Osnabrück 70 minutes","O,O,B-ent,B-attr,O,B-qty,I-qty,O,O,O,O,O",duration takes,duration <EOS>,['takes']
The Municipality of Bremen owns 100 percent of the KG,"O,O,O,B-ent,O,B-qty,I-qty,O,B-attr,I-attr",KG share,share <EOS>,"['the', 'KG']"
Both Shockwave and Scream Machine only held the claim for one year,"O,O,O,B-ent,I-ent,O,B-attr,O,I-attr,O,B-qty,I-qty",held claim duration,duration <EOS>,"['held', 'claim']"
Rayagada is nearly 390 km from Bhubaneswar by road,"B-ent,O,O,B-qty,I-qty,B-attr,I-attr,I-attr,I-attr",distance from Bhubaneswar by road,distance <EOS>,"['from', 'Bhubaneswar', 'by', 'road']"
The road between Bree and Rivendell was measured at 348 miles,"O,B-attr,O,B-ent,I-ent,I-ent,O,B-attr,O,B-qty,I-qty",road measured, <EOS>,"['road', 'measured']"
The VEKA AG has a share of 75 %,"B-ent,I-ent,I-ent,O,O,B-attr,O,B-qty,I-qty",share, <EOS>,['share']
", Sant'Antonino had an unemployment rate of 4.59 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Each cab is assembled by one person and requires forty hours to complete,"O,B-ent,O,O,O,O,O,O,B-attr,B-qty,I-qty,O,B-attr",duration requires to complete,duration <EOS>,"['requires', 'complete']"
The average temperature of Mingguang City for the whole year is 15°C,"O,B-attr,I-attr,O,B-ent,I-ent,B-attr,I-attr,I-attr,I-attr,O,B-qty",average temperature for the whole year, <EOS>,"['average', 'temperature', 'for', 'the', 'whole', 'year']"
Over the next two days the price of Pickupcat stocks increased by 50 %,"O,O,O,O,O,O,B-attr,O,B-ent,I-ent,B-attr,O,B-qty,I-qty",price increased, <EOS>,"['price', 'increased']"
Safien has an unemployment rate of 0.46 %,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Ethnic Norwegians make up 84.5 % of Bergen 's residents,"B-ent,I-ent,B-attr,O,B-qty,I-qty,O,B-attr,I-attr,I-attr",percent of Bergen 's residents,percent <EOS>,"['make', 'Bergen', ""'s"", 'residents']"
Norwegians make up 2 % of the White Canadian population,"B-ent,B-attr,O,B-qty,I-qty,O,O,B-attr,I-attr,I-attr",White Canadian population percent,percent <EOS>,"['make', 'White', 'Canadian', 'population']"
Karimpur II CD Block has an area of 224.38 km,"O,B-ent,I-ent,I-ent,O,O,B-attr,O,B-qty,I-qty",area, <EOS>,['area']
"The maximum concentration in Karimpur II CD Block is 1,180 mg / litre","O,B-attr,I-attr,O,B-ent,I-ent,I-ent,I-ent,O,O,B-qty,I-qty,I-qty",maximum concentration, <EOS>,"['maximum', 'concentration']"
Gujar Khan is 25 km away,"B-ent,I-ent,O,B-qty,I-qty,O",distance,distance <EOS>,[]
The minimum age to become member of Shakya Santhagara was twenty years,"O,B-attr,I-attr,O,O,O,O,B-ent,I-ent,O,B-qty,I-qty",minimum age, <EOS>,"['minimum', 'age']"
The War Office gave her 500 rubles of funding to return to Russia,"B-ent,I-ent,I-ent,B-attr,O,B-qty,I-qty,O,B-attr,I-attr,O,I-attr,O",gave  funding to, <EOS>,"['gave', 'funding', 'to', 'to']"
The time of ascent from Wengernalp was nine hours,"O,B-attr,I-attr,I-attr,O,B-ent,O,B-qty,I-qty",time of ascent, <EOS>,"['time', 'of', 'ascent']"
NTV covers 84 % of the national territory,"B-ent,B-attr,B-qty,I-qty,O,O,B-attr,I-attr",national territory covers, <EOS>,"['covers', 'national', 'territory']"
Deenbandhu Chhotu Ram Thermal Power Station has an installed capacity of 600 MW,"B-ent,I-ent,I-ent,I-ent,I-ent,I-ent,O,O,O,B-attr,O,B-qty,I-qty",capacity, <EOS>,['capacity']
"Siggeir generously offered three times the sword 's value , but Sigmund mockingly refused","B-ent,O,B-attr,B-qty,I-qty,O,B-attr,I-attr,I-attr,O,O,O,O,O",offered sword 's value, <EOS>,"['offered', 'sword', ""'s"", 'value']"
The Left Bloc gained one MP,"O,B-ent,I-ent,O,O,O",UNKNOWN,UNKNOWN <EOS>,[]
The aqueduct from Gileppe to Verviers is about 80 km in length,"O,O,O,B-ent,I-ent,I-ent,O,O,B-qty,I-qty,O,B-attr",distance,distance <EOS>,['length']
The local radio station for Sittingbourne is 106.9 SFM,"O,B-ent,I-ent,I-ent,O,B-ent,O,O,O",UNKNOWN,UNKNOWN <EOS>,[]
Versam has an unemployment rate of 0.52 %,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
", Démoret had an unemployment rate of 0.4 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Shitao used over two dozen courtesy names during his life,"B-ent,O,O,B-qty,I-qty,B-attr,I-attr,O,O,O",number of courtesy names,number of <EOS>,"['courtesy', 'names']"
Bedford North Lawrence maintains a 93.3 % attendance rate,"B-ent,I-ent,I-ent,B-attr,O,B-qty,I-qty,B-attr,I-attr",maintains attendance rate, <EOS>,"['maintains', 'attendance', 'rate']"
"The district heating scheme has over 30 km of mains pipes connecting to 1,200 properties","O,B-ent,I-ent,I-ent,O,O,B-qty,I-qty,O,B-attr,I-attr,O,O,O,O",length of mains pipes,length <EOS>,"['mains', 'pipes']"
Padanilam is situated ' about 16 km from Mavelikkara town,"B-ent,O,O,O,O,B-qty,I-qty,B-attr,I-attr,I-attr",distance from Mavelikkara town,distance <EOS>,"['from', 'Mavelikkara', 'town']"
Koili has an Altitude of 600 metres above sea level,"B-ent,O,O,B-attr,O,B-qty,I-qty,B-attr,I-attr,I-attr",altitude above sea level,altitude <EOS>,"['Altitude', 'above', 'sea', 'level']"
Pittston Area School District encompasses approximately 42 square miles,"B-ent,I-ent,I-ent,I-ent,B-attr,O,B-qty,I-qty,I-qty",encompasses, <EOS>,['encompasses']
With a surface area of 1.37 km² the Schermützelsee is its largest lake,"O,O,B-attr,I-attr,O,B-qty,O,B-ent,I-ent,O,O,O,O",surface area, <EOS>,"['surface', 'area']"
Goregaon Road railway station on Konkan railway line is about 2 km from Lonere,"B-ent,I-ent,I-ent,I-ent,O,O,I-ent,O,O,O,B-qty,I-qty,B-attr,I-attr",distance from Lonere,distance <EOS>,"['from', 'Lonere']"
"The prefecture covers 2 690 km² , with a population in 2010 of 130 723","O,B-ent,B-attr,B-qty,I-qty,I-qty,O,O,O,O,O,O,O,O,O",area,area <EOS>,['covers']
The average annual temperature in Dorra is 29.1 °C,"O,B-attr,I-attr,I-attr,O,B-ent,O,B-qty,O",average annual temperature, <EOS>,"['average', 'annual', 'temperature']"
", Vallamand had an unemployment rate of 2.8 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
"Masagua is 15 km from Escuintla , Escuintla","B-ent,O,B-qty,I-qty,B-attr,I-attr,O,O",distance from Escuintla,distance <EOS>,"['from', 'Escuintla']"
"Equinet has two key sources of income : Programme of the European Union ""","B-ent,O,B-qty,I-qty,B-attr,I-attr,I-attr,O,O,O,O,O,O,O",number of sources of income,number <EOS>,"['sources', 'of', 'income']"
Patel then was 42 years old,"B-ent,O,O,B-qty,I-qty,O",age,age <EOS>,[]
Japanese pitcher Yukiko Ueno had an outstanding performance after pitching 21 innings the day before,"O,O,B-ent,I-ent,O,O,B-attr,I-attr,O,O,B-qty,I-qty,O,O,O",outstanding performance, <EOS>,"['outstanding', 'performance']"
"1 st Round , 19th Overall Pick by the Chicago Bears - Sr","O,O,O,O,O,O,O,O,O,O,B-ent,B-ent,B-ent",UNKNOWN,UNKNOWN <EOS>,[]
Astra 2C left 31.5°E in September 2010,"B-ent,I-ent,B-attr,O,O,O,O",UNKNOWN,UNKNOWN <EOS>,['left']
The Pennsylvania Institute of Technology is about 100 yards north of the station,"O,O,O,O,B-ent,O,O,B-qty,I-qty,B-attr,O,O,O",distance north of the station,distance <EOS>,['north']
Sidakeni Business Center is about 3 km east of Columbina RSC,"B-ent,I-ent,I-ent,O,O,B-qty,I-qty,B-attr,O,O,O",distance east of Columbina RSC,distance <EOS>,['east']
Planned Parenthood and NARAL Pro-Choice American both gave Larson a rating of 100 %,"O,O,O,B-attr,I-attr,I-attr,O,O,B-ent,O,B-attr,O,B-qty,I-qty",rating from NARAL Pro-Choice American,from <EOS>,"['NARAL', 'Pro-Choice', 'American', 'rating']"
Wood Enderby has a 30 mph speed limit throughout the hamlet and its extremeties,"B-ent,I-ent,O,O,B-qty,I-qty,B-attr,I-attr,O,O,O,O,O,O",speed limit, <EOS>,"['speed', 'limit']"
"Near the mandible , Mousterian tools dated to 27,000 years BP were found","O,O,O,O,B-ent,I-ent,B-attr,O,B-qty,I-qty,O,O,O",dated, <EOS>,['dated']
"The Mousterian industry in North Africa is estimated to be 315,000 years old","O,B-ent,I-ent,O,O,O,O,O,O,O,B-qty,I-qty,O",age,age <EOS>,[]
Distance from Dhanghata tehsil is 11 kilometers and Sarayu river is 5 kilometers,"B-attr,O,B-ent,I-ent,O,B-qty,I-qty,O,O,O,O,O,I-qty",distance,distance <EOS>,['Distance']
"In mid-2015 , Hubbard Broadcasting purchased a 30 % stake in PodcastOne","O,O,O,B-ent,I-ent,B-attr,O,B-qty,I-qty,B-attr,O,I-attr",purchased stake in PodcastOne, <EOS>,"['purchased', 'stake', 'PodcastOne']"
Hanson Australia purchased a 20 % stake in Ampol in 1979,"B-ent,I-ent,B-attr,O,B-qty,I-qty,B-attr,O,I-attr,O,O",purchased stake in Ampol, <EOS>,"['purchased', 'stake', 'Ampol']"
Average Urbanization in Nauru is 100 %,"B-attr,I-attr,O,B-ent,O,B-qty,I-qty",average urbanization,average urbanization <EOS>,"['Average', 'Urbanization']"
The literacy rate in Nauru is 96.5 %,"O,B-attr,I-attr,O,B-ent,O,B-qty,I-qty",literacy rate, <EOS>,"['literacy', 'rate']"
Quarterback Josh Nunes threw for 214 yards and a touchdown,"B-ent,I-ent,I-ent,B-attr,O,B-qty,I-qty,O,O,O",threw yards, <EOS>,['threw']
"The marriage lasted only eight months , and Capucine never married again","O,B-ent,B-attr,O,B-qty,I-qty,O,O,O,O,O,O",marriage duration,duration <EOS>,['lasted']
Umberghar is situated around 31.5 km from Dapoli,"B-ent,O,O,O,B-qty,I-qty,B-attr,I-attr",distance from Dapoli,distance <EOS>,"['from', 'Dapoli']"
", Personico had an unemployment rate of 3.98 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
The Benther Berg is about 3.5 kilometres long and 500 m wide,"B-ent,I-ent,I-ent,O,O,B-qty,I-qty,I-attr,O,B-qty,I-qty,I-attr",length and breadth,length breadth <EOS>,"['long', 'wide']"
The Bureau of Land Management manages 99.9 % of the range,"O,O,O,B-ent,I-ent,B-attr,B-qty,I-qty,O,B-attr,I-attr",manages the range, <EOS>,"['manages', 'the', 'range']"
"Boston Ballet 's "" The Nutcracker "" has been performed annually for 42 years","B-ent,O,O,O,O,O,O,O,O,B-attr,I-attr,O,B-qty,I-qty",duration performed annually,duration <EOS>,"['performed', 'annually']"
", Sorvilier had an unemployment rate of 1.42 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
Serbian Orthodox Church uses Julian calendar that is late 13 days,"O,O,O,O,B-ent,I-ent,O,O,O,B-qty,I-qty",duration,duration <EOS>,[]
Hittnau has an unemployment rate of 1.47 %,"B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
", Villarzel had an unemployment rate of 1.5 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
"Roxana , Alexander 's Bactrian wife , was six months into her pregnancy","B-ent,O,O,O,O,O,O,O,B-qty,I-qty,O,I-attr,I-attr",duration into pregnancy,duration <EOS>,"['her', 'pregnancy']"
"The State capital , Patna is 45 km to the north","O,O,O,O,B-ent,O,B-qty,I-qty,B-attr,I-attr,I-attr",distance to the north,distance <EOS>,"['to', 'the', 'north']"
"The state capital , Patna is 65 km to the north","O,O,O,O,B-ent,O,B-qty,I-qty,B-attr,I-attr,I-attr",distance to the north,distance <EOS>,"['to', 'the', 'north']"
The town is 195 km from Patna and 84 km from Varanasi by road,"O,B-ent,O,O,B-qty,B-attr,O,O,B-qty,I-qty,B-attr,I-attr,I-attr,I-attr",distance from Varanasi by road,distance <EOS>,"['from', 'from', 'Varanasi', 'by', 'road']"
", Mendrisio had an unemployment rate of 3.23 %","O,B-ent,O,O,B-attr,I-attr,O,B-qty,I-qty",unemployment rate, <EOS>,"['unemployment', 'rate']"
"Almost 40 years later , the double - CD "" Europe '72 , Vol","O,B-qty,I-qty,O,O,O,B-ent,O,I-ent,O,O,O,O,O",duration,duration <EOS>,[]
Zaolzie coke plants manufacture 40 % of Poland 's output,"B-ent,I-ent,I-ent,B-attr,B-qty,I-qty,O,B-attr,I-attr,I-attr",percentage manufacture Poland 's output,percentage <EOS>,"['manufacture', 'Poland', ""'s"", 'output']"
Cyclops and Jean Grey vow to get married again one day,"O,O,B-ent,I-ent,O,O,B-attr,O,O,B-qty,I-qty",marriage duration,marriage duration <EOS>,['get']
"Monte Fontainhas is the highest point on the island , reaching 976 metres elevation","B-ent,I-ent,O,O,O,O,O,O,O,O,B-attr,B-qty,I-qty,B-attr",reaching elevation, <EOS>,"['reaching', 'elevation']"
"Picadilly Star has a total floor area of 1,650 square meters","B-ent,I-ent,O,O,B-attr,I-attr,I-attr,O,O,B-qty,I-qty",total floor area, <EOS>,"['total', 'floor', 'area']"
Comalcalco produces 20 % of the cocoa harvested in the state of Tabasco,"B-ent,B-attr,B-qty,I-qty,O,B-attr,I-attr,O,O,I-attr,O,O,O",percentage produces cocoa,percentage <EOS>,"['produces', 'the', 'cocoa', 'the']"
Comalcalco produces 5 % of the total extracted petroleum in the state of Tabasco,"B-ent,B-attr,B-qty,I-qty,O,O,O,O,B-attr,O,O,O,O,O",produces petroleum, <EOS>,"['produces', 'petroleum']"
"The price of "" The Mayo News "" was one penny","O,B-attr,O,O,O,B-ent,I-ent,O,O,B-qty,I-qty",price, <EOS>,['price']
Terms of both Court of Appeal and Supreme Court justices are 12 years,"B-attr,O,O,B-ent,O,I-ent,I-ent,I-ent,I-ent,O,O,B-qty,I-qty",Terms, <EOS>,['Terms']
Miskolc receives about 120 centimetres of snowfall annually,"B-ent,B-attr,O,B-qty,I-qty,O,B-attr,I-attr",receives snowfall annually, <EOS>,"['receives', 'snowfall', 'annually']"
The population of Gran Mendoza represents nearly 54 % of the population of Mendoza Province,"O,B-attr,I-attr,B-ent,I-ent,B-attr,O,B-qty,I-qty,B-attr,O,I-attr,I-attr,B-ent,O",population of population represents, <EOS>,"['population', 'of', 'represents', 'of', 'population', 'of']"
Britain had over 1000 miles of navigable rivers and streams by 1750,"B-ent,O,O,B-qty,I-qty,O,B-attr,O,O,I-attr,O,O",navigable streams, <EOS>,"['navigable', 'streams']"
British refrigerated shippers arranged 85 % of exportation,"B-ent,I-ent,I-ent,B-attr,B-qty,I-qty,O,B-attr",exportation arranged, <EOS>,"['arranged', 'exportation']"
The percentage in Britain is smaller at around 11 %,"O,B-attr,O,B-ent,O,O,O,O,B-qty,I-qty",percentage, <EOS>,['percentage']
Mejorada del Campo Mejorada del Campo is a town located about 20 km from Madrid,"O,O,O,O,O,O,O,O,B-ent,O,O,B-qty,I-qty,B-attr,I-attr",distance from Madrid,distance <EOS>,"['from', 'Madrid']"
Simonsen has won five PBA Tour titles and six PBA Regional titles,"B-ent,O,B-attr,O,B-qty,O,B-attr,O,B-qty,I-qty,O,B-attr",won regional titles,regional <EOS>,"['won', 'titles', 'titles']"
Postpartum depression affects about 15 % of women around childbirth,"B-ent,I-ent,B-attr,O,B-qty,I-qty,O,B-attr,O,O",affects women, <EOS>,"['affects', 'women']"
